200	3	0.100000	1000.000000	0.500000	200	0.025000
-2.000000	1.000000	9.000000	9.000000	-5.000000	2.000000	 -1
2.000000	1.000000	8.000000	-9.000000	9.000000	-9.000000	 1
7.000000	10.000000	6.000000	-3.000000	-8.000000	-5.000000	 1
5.000000	10.000000	2.000000	-9.000000	2.000000	6.000000	 1
-10.000000	-4.000000	1.000000	-7.000000	-4.000000	-5.000000	 1
8.000000	5.000000	-5.000000	-8.000000	0.000000	8.000000	 -1
1.000000	-7.000000	1.000000	-5.000000	0.000000	-10.000000	 -1
-2.000000	-2.000000	4.000000	7.000000	2.000000	9.000000	 -1
-3.000000	2.000000	9.000000	5.000000	-4.000000	9.000000	 1
0.000000	9.000000	5.000000	-4.000000	5.000000	7.000000	 -1
-6.000000	3.000000	8.000000	-4.000000	7.000000	3.000000	 1
9.000000	3.000000	-8.000000	2.000000	-6.000000	10.000000	 1
-10.000000	0.000000	4.000000	-6.000000	10.000000	-8.000000	 -1
5.000000	10.000000	8.000000	-3.000000	-3.000000	-1.000000	 1
2.000000	10.000000	3.000000	-9.000000	5.000000	-10.000000	 -1
-8.000000	-5.000000	-2.000000	0.000000	8.000000	-3.000000	 1
5.000000	-3.000000	-8.000000	-6.000000	10.000000	7.000000	 -1
8.000000	5.000000	10.000000	-10.000000	1.000000	1.000000	 -1
-5.000000	-1.000000	10.000000	-1.000000	-10.000000	-3.000000	 1
-5.000000	2.000000	-7.000000	7.000000	-3.000000	1.000000	 1
7.000000	0.000000	-2.000000	3.000000	9.000000	9.000000	 -1
1.000000	10.000000	5.000000	3.000000	-9.000000	1.000000	 1
-6.000000	-4.000000	9.000000	-5.000000	10.000000	6.000000	 1
-10.000000	2.000000	-8.000000	-6.000000	-4.000000	-10.000000	 1
10.000000	0.000000	4.000000	-1.000000	-10.000000	-9.000000	 1
6.000000	-8.000000	-2.000000	7.000000	9.000000	0.000000	 -1
3.000000	6.000000	6.000000	4.000000	-2.000000	6.000000	 1
-10.000000	-1.000000	4.000000	6.000000	-2.000000	6.000000	 -1
-4.000000	8.000000	-7.000000	-9.000000	-8.000000	-6.000000	 1
3.000000	0.000000	0.000000	-5.000000	-3.000000	-6.000000	 -1
8.000000	3.000000	-4.000000	7.000000	-6.000000	5.000000	 -1
6.000000	-9.000000	-7.000000	5.000000	0.000000	-4.000000	 -1
-2.000000	-10.000000	-6.000000	10.000000	-3.000000	1.000000	 -1
-6.000000	7.000000	-8.000000	-1.000000	7.000000	-7.000000	 -1
-8.000000	-9.000000	6.000000	2.000000	-2.000000	5.000000	 1
-4.000000	0.000000	1.000000	4.000000	-6.000000	2.000000	 -1
-8.000000	8.000000	-10.000000	0.000000	-7.000000	-2.000000	 -1
-5.000000	9.000000	-7.000000	3.000000	-4.000000	5.000000	 -1
10.000000	-5.000000	0.000000	-4.000000	-2.000000	1.000000	 1
3.000000	2.000000	-6.000000	-6.000000	8.000000	-9.000000	 1
0.000000	-10.000000	-9.000000	3.000000	-9.000000	7.000000	 -1
9.000000	9.000000	5.000000	-9.000000	4.000000	-9.000000	 1
5.000000	1.000000	2.000000	6.000000	-7.000000	5.000000	 1
-1.000000	-6.000000	-2.000000	-2.000000	2.000000	-5.000000	 1
6.000000	-10.000000	-2.000000	-3.000000	2.000000	2.000000	 -1
4.000000	-3.000000	1.000000	-7.000000	-8.000000	-1.000000	 -1
-4.000000	-3.000000	9.000000	2.000000	0.000000	9.000000	 -1
3.000000	-4.000000	-4.000000	2.000000	-2.000000	-2.000000	 -1
2.000000	10.000000	-2.000000	-3.000000	4.000000	8.000000	 1
-9.000000	4.000000	2.000000	-5.000000	-9.000000	-2.000000	 1
6.000000	6.000000	5.000000	1.000000	3.000000	4.000000	 1
6.000000	-10.000000	0.000000	-10.000000	-4.000000	5.000000	 -1
7.000000	-1.000000	5.000000	-6.000000	-5.000000	6.000000	 -1
-8.000000	-1.000000	-2.000000	9.000000	-1.000000	10.000000	 1
-4.000000	-7.000000	0.000000	-5.000000	10.000000	3.000000	 1
7.000000	-2.000000	1.000000	4.000000	-4.000000	-10.000000	 -1
-8.000000	-1.000000	6.000000	-6.000000	-3.000000	0.000000	 1
-6.000000	10.000000	4.000000	1.000000	-7.000000	0.000000	 -1
3.000000	0.000000	9.000000	7.000000	-3.000000	1.000000	 -1
10.000000	-3.000000	-7.000000	9.000000	6.000000	-5.000000	 1
-6.000000	5.000000	-9.000000	5.000000	6.000000	10.000000	 -1
-2.000000	4.000000	-2.000000	9.000000	-4.000000	-8.000000	 1
3.000000	-5.000000	2.000000	1.000000	-7.000000	1.000000	 1
3.000000	2.000000	-8.000000	4.000000	9.000000	-7.000000	 1
-7.000000	-5.000000	0.000000	0.000000	-8.000000	9.000000	 1
1.000000	5.000000	-8.000000	-4.000000	-8.000000	-3.000000	 -1
-6.000000	10.000000	-5.000000	-1.000000	1.000000	-1.000000	 -1
-9.000000	-3.000000	10.000000	-7.000000	1.000000	-3.000000	 1
-2.000000	9.000000	-10.000000	-6.000000	7.000000	-3.000000	 1
4.000000	-6.000000	-5.000000	-3.000000	-8.000000	7.000000	 1
5.000000	0.000000	1.000000	8.000000	2.000000	5.000000	 1
-10.000000	2.000000	2.000000	-2.000000	-9.000000	-6.000000	 -1
-7.000000	-5.000000	8.000000	-9.000000	0.000000	3.000000	 -1
2.000000	9.000000	10.000000	-4.000000	0.000000	-9.000000	 1
